Company,Valuation (B),Date Joined,Country,CityÂ ,First Category Industry,Second Category Industry,Third Category Industry,First Category Investor,Second Category Investor,Third Category Investor,Fourth Category Investor
Oda,$1.20,2021-02-06,Norway,Oslo,E-commerce, direct-to-consumer,NULL,Kinnevik, Softbank Group, Prosus Ventures,NULL
Offchain Labs,$1.20,2021-08-31,US,Princeton,Internet software, services,NULL,Pantera Capital, Polychain Capital, Lightspeed Venture Partners,NULL
Copado,$1.20,2021-09-13,US,Chicago,Data management, analytics,NULL,Insight Partners, Salesforce Ventures, Perpetual Investors,NULL
Gem,$1.20,2021-09-28,US,San Francisco,Internet software, services,NULL,Accel, Greylock Partners, Meritech Capital Partners,NULL
CarDekho,$1.20,2021-10-13,India,Jaipur,E-commerce, direct-to-consumer,NULL,Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management,NULL
MyGlamm,$1.20,2021-10-11,India,Mumbai,E-commerce, direct-to-consumer,NULL,L'Occitane, Trifecta Capital, Bessemer Venture Partners,NULL
AgentSync,$1.20,2021-07-12,US,Denver,Fintech,NULL,NULL,Craft Ventures, Caffeinated Capital, Operator Collective,NULL
Pristyn Care,$1.40,2021-07-12,India,Gurugram,Health,NULL,NULL,Sequoia Capital India, Hummingbird Ventures, Epiq Capital,NULL
Jokr,$1.20,2021-02-12,US,New York,Supply chain, logistics, delivery,GGV Capital, Tiger Global Management, Greycroft,NULL
Merama,$1.20,2021-09-12,Mexico,Mexico City,E-commerce, direct-to-consumer,NULL,SoftBank Latin America Fund, Advent International, Balderton Capital,NULL
SeekOut,$1.20,2022-12-01,US,Bellevue,Internet software, services,NULL,Mayfield, Madrona Venture Group, Tiger Global Management,NULL
BigPanda,$1.20,2022-12-01,US,Mountain View,Artificial intelligence,NULL,NULL,Advent International, Battery Ventures, Sequoia Capital Israel,NULL
Phantom,$1.20,2022-01-31,US,San Francisco,Fintech,NULL,NULL,Paradigm, Andreessen Horowitz, Jump Capital,NULL
LivSpace,$1.20,2022-08-02,India,Bengaluru,E-commerce, direct-to-consumer,NULL,Jungle Ventures, Helion Venture Partners, INGKA Investments,NULL
Xpressbees,$1.20,2022-09-02,India,Pune,Supply chain, logistics, delivery,Norwest Venture Partners, Investcorp, Blackstone,NULL
Nova Labs,$1.20,2022-02-22,US,San Francisco,Internet software, services,NULL,FirstMark Capital, Tiger Global Management, FTX Venture,NULL
Choco,$1.20,2022-12-04,Germany,Berlin,E-commerce, direct-to-consumer,NULL,Bessemer Venture Partners, G Squared, Insight Partners,NULL
Viz.ai,$1.20,2022-07-04,US,San Francisco,Artificial Intelligence,NULL,NULL,Kleiner Perkins Caufield & Byers, CRV, Threshold Ventures,NULL
Unit,$1.20,2022-05-17,US,New York,Fintech,NULL,NULL,Accel, Better Tomorrow Ventures, Flourish Ventures,NULL
stori,$1.20,2022-07-15,Mexico,Juarez,Fintech,NULL,NULL,Vision Plus Capital," 	Source Code Capital", Lightspeed Venture Partners,NULL
Spectrum Medical,$1.20,2022-07-18,UK,Gloucester,Health,NULL,NULL,CVC Capital Partners,NULL,NULL,NULL
CloudBees,$1.15,2021-09-12,US,San Jose,Data management, analytics,NULL,Matrix Partners, Lightspeed Venture Partners, Verizon Ventures,NULL
L&P Cosmetic,$1.19,2016-01-01,South Korea,Seoul,Consumer, retail,NULL,CDIB Capital,NULL,NULL,NULL
Mininglamp Technology,$1.19,2019-03-27,China,Beijing,Artificial intelligence,NULL,NULL,Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China,NULL
Luoji Siwei,$1.18,2017-07-20,China,Beijing,Edtech,NULL,NULL,Sequoia Capital China, Qiming Venture Partners, Tencent Holdings,NULL
Yimidida,$1.17,2019-01-14,China,Shanghai,Supply chain, logistics, delivery,Source Code Capital, Global Logistic Properties, K2VC,NULL
Modern Health,$1.17,2021-11-02,US,San Francisco,Health,NULL,NULL,Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund,NULL
IRL,$1.17,2021-06-15,US,San Francisco,Internet software, services,NULL,Goodwater Capital, Floodgate, Founders Fund,NULL
Tuhu,$1.16,2018-09-15,China,Shanghai,Auto, transportation,NULL,Qiming Venture Partners, Yaxia Automobile, Far East Horizon,NULL
SOURCE Global,$1.16,2022-04-29,US,Scottsdale,Other,NULL,NULL,Breakthrough Energy Ventures, Material Impact, 3x5 Special Opportunity Partners,NULL
LifeMiles,$1.15,2015-07-13,Colombia,Bogota,Other,NULL,NULL,Advent International,NULL,NULL,NULL
Venafi,$1.15,2020-10-12,US,Salt Lake City,Cybersecurity,NULL,NULL,Pelion Venture Partners, Foundation Capital, Thoma Bravo,NULL
Guideline,$1.15,2021-06-16,US,San Mateo,Fintech,NULL,NULL,Pelion Venture Partners, Foundation Capital, Thoma Bravo,NULL
Rebellion Defense,$1.15,2021-09-16,US,Washington DC,Artificial intelligence,NULL,NULL,Venrock, Innovation Endeavors, Insights Partners,NULL
Elemy,$1.15,2021-06-10,US,San Francisco,Health,NULL,NULL,General Catalyst, Bling Capital, Felicis Ventures,NULL
Happy Money,$1.15,2022-08-02,US,Tustin,Fintech,NULL,NULL,FirstMark Capital, Anthemis, CMFG Ventures,NULL
TELD,$1.12,2019-12-16,China,Qingdao,Fintech,NULL,NULL,China Reform Fund, Gaopeng Capital, Jinhui Xingye,NULL
DANA,$1.13,2022-10-08,Indonesia,Jakarta,Fintech,NULL,NULL,Ant Group, Lazada, Sinar Mas Indonesia,NULL
At-Bay,$1.12,2021-07-27,US,Mountain View,Fintech,NULL,NULL,Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures,NULL
Visby Medical,$1.12,2022-01-03,US,San Jose,Health,NULL,NULL,Artiman Ventures, Pitango Venture Capital, Valo Ventures,NULL
Invoca,$1.10,2022-06-14,US,Santa Barbara,Artificial intelligence,NULL,NULL,Upfront Ventures, Accel, Industry Ventures,NULL
TangoMe,$1.10,2014-03-20,US,Mountain View,Mobile, telecommunications,NULL,Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group,NULL
AppDirect,$1.10,2015-07-10,US,San Francisco,E-commerce, direct-to-consumer,NULL,Mithril, iNovia Capital, Foundry Group,NULL
Juanpi,$1.10,2016-04-14,China,Wuhan,E-commerce, direct-to-consumer,NULL,Tiantu Capital, SAIF Partners China, Newsion Venture Capital,NULL
OVH,$1.10,2016-08-15,France,Roubaix,Other,NULL,NULL,KKR, TowerBrook Capital Partners,NULL,NULL
GetYourGuide,$1.10,2019-05-16,Germany,Berlin,Travel,NULL,NULL,Spark Capital, Highland Europe, Sunstone Capital,NULL
Ivalua,$1.10,2019-05-21,US,Redwood City,Fintech,NULL,NULL,Ardian, Tiger Global Management, KKR,NULL
Sisense,$1.10,2020-09-01,US,New York,Data management, analytics,NULL,Opus Capital, Genesis Partners, Battery Ventures,NULL
Pharmapacks,$1.10,2020-12-11,US,Islandia,E-commerce, direct-to-consumer,NULL,The Carlyle Group,NULL,NULL,NULL
Sennder,$1.10,2021-01-14,Germany,Berlin,Supply chain, logistics, delivery,Accelm Scania Growth Capital, Lakestar,NULL,NULL
Nexthink,$1.10,2021-08-02,Switzerland,Prilly,Data management, analytics,NULL,Auriga, Galeo Ventures, Highland Europe,NULL
Zego,$1.10,2021-09-03,UK,London,Fintech,NULL,NULL,LocalGlobe, Balderton Capital, Target Global,NULL
Rightway,$1.10,2021-03-30,US,New York,Health,NULL,NULL,Thrive Capital, Khosla Ventures, Tiger Global Management,NULL
Sunbit,$1.10,2021-05-20,US,Los Angeles,Fintech,NULL,NULL,Zeev Ventures, Group11, Chicago Ventures,NULL
Qingting FM,$1.10,2021-02-06,China,Shanghai,Internet software, services,NULL,China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group,NULL
G2,$1.10,2021-06-22,US,Chicago,Internet software, services,NULL,Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners,NULL
Hailo,$1.00,2021-12-10,Israel,Tel Aviv,Artificial intelligence,NULL,NULL,Glory Ventures, Maniv Mobility,NULL,NULL
Caribou,$1.10,2022-05-23,US,Denver,Fintech,NULL,NULL,CMFG Ventures, Accomplice, Moderne Ventures,NULL
Nowports,$1.10,2022-05-24,Mexico,Monterrey,Supply chain, logistics, delivery,Monashees+, Foundation Capital, Base10 Partners,NULL
People.ai,$1.10,2021-11-08,US,San Francisco,Internet software, services,NULL,GGV Capital, Lightspeed Venture Partners, ICONIQ Capital,NULL
Carousell,$1.10,2021-09-15,Singapore,E-commerce & direct-to-consumer,500 Global, Rakuten Ventures, Golden Gate Ventures,NULL,NULL,NULL,NULL
apna,$1.10,2021-09-15,India,Bengaluru,Internet software, services,NULL,Sequoia Capital India, Rocketship.vc, Lightspeed India Partners,NULL
Karat,$1.10,2021-10-13,US,Seattle,Internet software, services,NULL,8VC, Norwest Venture Partners, Tiger Global Management,NULL
Enpal,$1.10,2021-10-18,Germany,Berlin,Internet software, services,NULL,HV Capital, Softbank Group, BlackRock,NULL
Acko General Insurance,$1.10,2021-10-28,India,Bengaluru,Fintech,NULL,NULL,Intact Ventures, Munich Re Ventures, General Atlantic,NULL
Daily Harvest,$1.10,2021-11-16,US,New York,E-commerce, direct-to-consumer,NULL,M13, Lightspeed Venture Partners, Lone Pine Capital,NULL
The Bank of London,$1.10,2021-11-30,UK,London,Fintech,NULL,NULL,Mangrove Capital Partners,14W. ForgeLight,NULL,NULL
Fundbox,$1.10,2021-11-30,US,San Francisco,Fintech,NULL,NULL,Khosla Ventures, General Catalyst, Blumberg Capital,NULL
Turing,$1.10,2021-12-20,US,Palo Alto,Internet software, services,NULL,Foundation Capital," 	Frontier Ventures", AltaIR Capital,NULL
GlobalBees,$1.10,2021-12-28,India,New Delhi,E-commerce, direct-to-consumer,NULL,Chiratae Ventures, SoftBank Group, Trifecta Capital,NULL
LEAD School,$1.10,2022-01-13,India,Andheri,Edtech,NULL,NULL,WestBridge Capital, GSV Ventures, Elevar Equity,NULL
eSentire,$1.10,2022-02-22,Canada,Waterloo,Cybersecurity,NULL,NULL,Edison Partners, Georgian Partners, VentureLink,NULL
Beyond Identity,$1.10,2022-02-22,US,New York,Cybersecurity,NULL,NULL,New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners,NULL
Staffbase,$1.10,2022-03-15,Germany,Chemnitz,Internet software, services,NULL,Insight Partners, e.ventures, General Atlantic,NULL
Chief,$1.10,2022-03-31,US,New York,Other,NULL,NULL,General Catalyst, Inspired Capital, Flybridge Capital Partners,NULL
IntelyCare,$1.10,2022-06-04,US,Quincy,Health,NULL,NULL,Kaiser Permanente Ventures, Endeavour Vision, LRVHealth,NULL
Teleport,$1.10,2022-03-05,US,Oakland,Cybersecurity,NULL,NULL,Kleiner Perkins Caufield & Byers, s28 Capital, Insight Partners,NULL
Imply Data,$1.10,2022-05-17,US,Burlingame,Data management, analytics,NULL,Andreessen Horowitz, Bessemer Venture Partners, Khosla Ventures,NULL
Material Security,$1.10,2022-11-05,US,Redwood City,Cybersecurity,NULL,NULL,Andreessen Horowitz, Founders Fund,NULL,NULL
PhysicsWallah,$1.10,2022-07-06,India,Uttar Pradesh,Edtech,NULL,NULL,GSV Ventures, WestBridge Capital,NULL,NULL
Recover,$1.10,2022-09-06,Spain,Banyeres de Mariola,Other,NULL,NULL,Goldman Sachs Asset Management, STORY3 Capital Partners,NULL,NULL
Purplle,$1.10,2022-09-06,India,Mumbai,E-commerce, direct-to-consumer,NULL,Blume Ventures, JSW Ventures, IvyCap Ventures,NULL
CAIS,$1.10,2022-11-01,US,New York,Fintech,NULL,NULL,Franklin Templeton, Motive Partners. Apollo Global Management,NULL,NULL
Nxin,$1.08,2018-09-18,China,Beijing,Internet software, services,NULL,Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund,NULL,NULL
UISEE Technology,$1.08,2021-01-25,China,Beijing,Supply chain, logistics, delivery,Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures,NULL
56PINGTAI,$1.08,2021-01-25,China,Shanghai,Supply chain, logistics, delivery,QF Capital, QC Capital, Unicom Innovation Venture Capital,NULL
Cirkul,$1.07,2022-06-13,US,Sarasota,Consumer, retail,NULL,AF Ventures, Siddhi Capital, SC.Holdings,NULL
Rubicon,$1.07,2017-08-25,US,Atlanta,Other,NULL,NULL,Goldman Sachs, Leonardo DiCaprio, Promecap,NULL
Radius Payment Solutions,$1.07,2017-11-27,UK,Crewe,Fintech,NULL,NULL,Inflexion Private Equity,NULL,NULL,NULL
Rivigo,$1.07,2019-11-07,India,Gurgaon,Supply chain, logistics, delivery,SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors,NULL
Mamaearth,$1.07,2021-12-28,India,Gurgaon,E-commerce, direct-to-consumer,NULL,Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners,NULL
0x,$1.05,2022-04-26,US,San Francisco,Fintech,NULL,NULL,Jump Capital, Pantera Capital, Greylock Partners,NULL
Jiuxian,$1.05,2015-07-30,China,Beijing,E-commerce, direct-to-consumer,NULL,Sequoia Capital China, Rich Land Capital, Merrysunny Wealth,NULL
Instabase,$1.05,2019-10-21,US,San Francisco,Data management, analytics,NULL,New Enterprise Associates, Greylock Partners, Andreessen Horowitz,NULL
Sendbird,$1.05,2021-06-04,US,San Mateo,Mobile, telecommunications,NULL,FundersClub, Y Combinator, Tiger Global Management,NULL
Density,$1.05,2021-10-11,US,San Francisco,Hardware,NULL,NULL,Founders Fund, Upfront Ventures," 	01 Advisors",NULL
Mixpanel,$1.05,2021-11-15,US,San Francisco,Internet software, services,NULL,Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital,NULL
Branch,$1.05,2022-01-03,US,Columbus,Fintech,NULL,NULL,American Family Ventures, Greycroft, SignalFire,NULL
Aprogen,$1.04,2019-05-31,South Korea,Seongnam-Si,Health,NULL,NULL,Lindeman Asia Investment, Nichi-Iko Pharmaceutical,NULL,NULL
OrCam Technologies,$1.03,2018-02-20,Israel,Jerusalem,Artificial intelligence,NULL,NULL,Intel Capital, Aviv Venture Capital,NULL,NULL
Ample,$1.02,2021-11-11,US,San Francisco,Hardware,NULL,NULL,Shell Ventures, Blackstone, Moore Strategic Ventures,NULL
Leap Motor,$1.01,2018-11-20,China,Hangzhou,Auto, transportation,NULL,Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group,NULL
Wheel,$1.01,2022-01-19,US,Austin,Health,NULL,NULL,Silverton Partners, Tusk Ventures, CRV,NULL
Flow,$1.00,2022-08-15,US,New York,Fintech,NULL,NULL,Andreessen Horowitz,NULL,NULL,NULL
Turntide Technologies,$1.00,2022-06-15,US,Sunnyvale,Auto, transportation,NULL,Meson Capital Partners, Fifth Wall Ventures, OGCI Climate Investments,NULL
EcoVadis,$1.00,2022-06-14,France,Paris,Supply chain, logistics, delivery,Astorg Partners, Princeville Global, Beyond Net Zero,NULL
TransferMate,$1.00,2022-05-22,Ireland,Kilkenny,Fintech,NULL,NULL,Railway Pension Trustee Co. Ltd.,NULL,NULL,NULL
Lookout,$1.00,2013-10-10,US,San Francisco,Cybersecurity,NULL,NULL,Accel Partners, Greylock Partners, Lowercase Capital,NULL
Perimeter 81,$1.00,2022-06-06,Israel,Tel Aviv,Cybersecurity,NULL,NULL,Insight Partners, Toba Capital, Spring Ventures,NULL
Snapdeal,$1.00,2014-05-21,India,New Delhi,E-commerce, direct-to-consumer,NULL,SoftBankGroup, Blackrock, Alibaba Group,NULL
TechStyle Fashion Group,$1.00,2014-08-29,US,El Segundo,E-commerce, direct-to-consumer,NULL,Matrix Partners, Passport Capital, Rho Ventures,NULL
InMobi,$1.00,2014-02-12,India,Bengaluru,Mobile, telecommunications,NULL,Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures,NULL
LinkSure Network,$1.00,2015-01-01,China,Shanghai,Mobile, telecommunications,NULL,N/A,NULL,NULL,NULL
Red Ventures,$1.00,2015-07-01,US,Fort Mill,Other,NULL,NULL,Silver Lake Partners, General Atlantic,NULL,NULL
BeiBei,$1.00,2015-01-22,China,Hangzhou,E-commerce, direct-to-consumer,NULL,Banyan Capital, New Horizon Capital, IDG Capital Partners,NULL
Lamabang,$1.00,2015-06-03,China,Shenzhen,E-commerce, direct-to-consumer,NULL,5Y Capital, Matrix Partners China, K2VC,NULL
JimuBox,$1.00,2015-04-21,China,Beijing,Fintech,NULL,NULL,Matrix Partners China, Ventech China, Shunwei Capital Partners,NULL
FXiaoKe,$1.00,2015-02-07,China,Beijing,Mobile, telecommunications,NULL,IDG Capital, Northern Light Venture Capital, DCM Ventures,NULL
Vox Media,$1.00,2015-12-08,US,Washington,Internet software, services,NULL,Accel Partners, Comcast Ventures, General Atlantic,NULL
Mia.com,$1.00,2015-08-09,China,Beijing,E-commerce, direct-to-consumer,NULL,Sequoia Capital China, ZhenFund, K2 Ventures,NULL
58 Daojia,$1.00,2015-12-10,China,Beijing,Internet software, services,NULL,KKR, Alibaba Group, Ping An Insurance,NULL
Womai,$1.00,2015-12-10,China,Beijing,E-commerce, direct-to-consumer,NULL,SAIF Partners China, Baidu, IDG Capital,NULL
HuJiang,$1.00,2015-10-29,China,Shanghai,Edtech,NULL,NULL,China Minsheng Investment, Baidu, Wanxin Media,NULL
iTutorGroup,$1.00,2015-11-18,China,Shanghai,Edtech,NULL,NULL,QiMing Venture Partners, Temasek Holdings, Silverlink Capital,NULL
MindMaze,$1.00,2016-01-28,Switzerland,Lausanne,Health,NULL,NULL,Hinduja Group,NULL,NULL,NULL
iCarbonX,$1.00,2016-12-04,China,Shenzhen,Artificial intelligence,NULL,NULL,Tencent, Vcanbio,NULL,NULL
SMS Assist,$1.00,2016-07-06,US,Chicago,Internet software, services,NULL,Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital,NULL
Kendra Scott,$1.00,2016-12-21,US,Austin,Consumer, retail,NULL,Berkshire Partners, Norwest Venture Partners,NULL,NULL
Mobvoi,$1.00,2017-06-04,China,Beijing,Consumer, retail,NULL,Sequoia Capital China, SIG Asia Investments, ZhenFund,NULL
Zhuan Zhuan,$1.00,2017-04-18,China,Beijing,E-commerce, direct-to-consumer,NULL,58.com, Tencent Holdings,NULL,NULL
Modernizing Medicine,$1.00,2017-10-05,US,Boca Raton,Health,NULL,NULL,Warburg Pincus, Summit Partners, Sands Capital,NULL
Zhaogang,$1.00,2017-06-29,China,Shanghai,E-commerce, direct-to-consumer,NULL,K2 Ventures, Matrix Partners China, IDG Capital,NULL
DianRong,$1.00,2017-02-08,China,Shanghai,E-commerce, direct-to-consumer,NULL,Standard Chartered, FinSight Ventures, Affirma Capital,NULL
Cell C,$1.00,2017-07-08,South Africa,Midrand,Mobile, telecommunications,NULL,Blue Label Telecoms, Net1 UEPS Technologies,NULL,NULL
YH Global,$1.00,2017-09-21,China,Shenzhen,Supply chain, logistics, delivery,Co-Energy Finance, Grandland,NULL,NULL
Revolution Precrafted,$1.00,2017-10-23,Philippines,Manila,Other,NULL,NULL,K2 Global, 500 Startups,NULL,NULL
WeLab,$1.00,2017-08-11,Hong Kong,Fintech,Sequoia Capital China, ING, Alibaba Entrepreneurs Fund,NULL,NULL,NULL,NULL
Maimai,$1.00,2017-11-15,China,Beijing,Mobile, telecommunications,NULL,Morningside Venture Capital, IDG Capital, DCM Ventures,NULL
Dxy.cn,$1.00,2018-10-04,China,Hangzhou,Health,NULL,NULL,Tencent Holdings, DCM Ventures,NULL,NULL
HMD Global,$1.00,2018-05-21,Finland,Espoo,Mobile, telecommunications,NULL,Ginko Ventures,NULL,NULL,NULL
Huike Group,$1.00,2018-05-24,China,Beijing,Edtech,NULL,NULL,Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.,NULL
China Cloud,$1.00,2018-11-06,China,Wuxi,Hardware,NULL,NULL,V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management,NULL
LinkDoc Technology,$1.00,2018-05-07,China,Beijing,Health,NULL,NULL,China Investment Corporation, New Enterprise Associates,NULL,NULL
MediaMath,$1.00,2018-10-07,US,New York,Internet software, services,NULL,Silicon Valley Bank, QED Investors, European Founders Fund,NULL
Movile,$1.00,2018-12-07,Brazil,Sao Paulo,Mobile, telecommunications,NULL,Innova Capital - FIP, 3G Capital Management, Prosus Ventures,NULL
Pat McGrath Labs,$1.00,2018-07-16,US,New York,Consumer, retail,NULL,One Luxury Group, Eurazeo,NULL,NULL
Wacai,$1.00,2018-07-18,China,Hangzhou,Mobile, telecommunications,NULL,Qiming Venture Partners, China Broadband Capital, CDH Investments,NULL
FlashEx,$1.00,2018-08-27,China,Beijing,Supply chain, logistics, delivery,Prometheus Capital, Matrix Partners China, JD Capital Management,NULL
Banma Network Technologies,$1.00,2018-09-13,China,Shanghai,Auto, transportation,NULL,Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital,NULL
Tresata,$1.00,2018-10-10,US,Charlotte,Fintech,NULL,NULL,GCP Capital Partners,NULL,NULL,NULL
Momenta,$1.00,2018-10-17,China,Beijing,Artificial intelligence,NULL,NULL,Sinovation Ventures, Tencent Holdings, Sequoia Capital China,NULL
Hosjoy,$1.00,2018-10-18,China,Nanjing,E-commerce, direct-to-consumer,NULL,U.S.-China Green Fund, Founder H Fund, Richland Equities,NULL
Omio,$1.00,2018-10-23,Germany,Berlin,Travel,NULL,NULL,Lakestar, Battery Ventures, New Enterprise Associates,NULL
TERMINUS Technology,$1.00,2018-10-25,China,Beijing,Hardware,NULL,NULL,China Everbright Limited, IDG Capital, iFLYTEK,NULL
BitFury,$1.00,2018-06-11,Netherlands,Amsterdam,Hardware,NULL,NULL,Georgian Co-Investment Fund, iTech Capital, Galaxy Digital,NULL
iFood,$1.00,2018-11-13,Brazil,Osasco,Supply chain, logistics, delivery,Movile, Just Eat, Naspers,NULL
REEF Technology,$1.00,2018-10-12,US,Miami,Supply chain, logistics, delivery,Target Global, UBS Asset Management, Mubadala Capital,NULL
Globality,$1.00,2019-01-22,US,Menlo Park,Artificial intelligence,NULL,NULL,SoftBank Group,NULL,NULL,NULL
Ynsect,$1.00,2019-02-21,France,Evry,Other,NULL,NULL,Astanor Ventures, Upfront Ventures, IDInvest Partners,NULL
Intellifusion,$1.00,2019-03-22,China,Shenzhen,Artificial intelligence,NULL,NULL,BOC International, TopoScend Capital, Hongxiu VC,NULL
Poizon,$1.00,2019-04-29,China,Shanghai,Mobile, telecommunications,NULL,DST Global, Sequoia Capital China, Gaorong Capital,NULL
VTS,$1.00,2019-07-05,US,New York,Internet software, services,NULL,Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners,NULL
SITECH DEV,$1.00,2019-05-16,China,Guiyang,Other,NULL,NULL,China Prosperity Capital,NULL,NULL,NULL
KnowBox,$1.00,2019-05-30,China,Beijing,Edtech,NULL,NULL,TAL Education Group, Legend Star, Alibaba Group,NULL
Yanolja,$1.00,2019-10-06,South Korea,Seoul,Travel,NULL,NULL,SBI Investment Korea, Partners Investment, GIC,NULL
Meero,$1.00,2019-06-18,France,Paris,Artificial intelligence,NULL,NULL,Aglae Ventures, Global Founders Capital, Alven Capital,NULL
Ibotta,$1.00,2019-06-08,US,Denver,Fintech,NULL,NULL,Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital,NULL
C2FO,$1.00,2019-07-08,US,Leawood,Fintech,NULL,NULL,Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management,NULL
Numbrs,$1.00,2019-08-22,Switzerland,Zurich,Fintech,NULL,NULL,Investment Corporation of Dubai, Centralway,NULL,NULL
EBANX,$1.00,2019-10-16,Brazil,Curitiba,Fintech,NULL,NULL,FTV Capital, Endeavor,NULL,NULL
KK Group,$3.00,2019-10-23,China,Dongguan,E-commerce, direct-to-consumer,NULL,Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group,NULL
Alto Pharmacy,$1.00,2020-01-30,US,San Francisco,Health,NULL,NULL,Jackson Square Ventures, Greenoaks Capital Management, Softbank Group,NULL
Hotmart,$1.00,2020-03-17,Netherlands,Amsterdam,E-commerce, direct-to-consumer,NULL,Technology Crossover Ventures, Alkeon Capital Management, General Atlantic,NULL
Emerging Markets Property Group,$1.00,2020-04-28,UAE,Dubai,Other,NULL,NULL,OLX Group, KCK Group, EXOR Seeds,NULL
Quizlet,$1.00,2020-05-13,US,San Francisco,Edtech,NULL,NULL,Union Square Ventures, Altos Ventures, Costanoa Ventures,NULL
Orca Bio,$1.00,2020-06-17,US,Menlo Park,Health,NULL,NULL,Lightspeed Venture Partners, Data Collective, 8VC,NULL
Infobip,$1.00,2020-07-30,Croatia,Vodnjan,Mobile, telecommunications,NULL,One Equity Partners,NULL,NULL,NULL
Zwift,$1.00,2020-09-16,US,Long Beach,E-commerce, direct-to-consumer,NULL,Novator Partners, True, Causeway Media Partners,NULL
Playco,$1.00,2020-09-21,Japan,Tokyo,Other,NULL,NULL,Sozo Ventures, Caffeinated Capital, Sequoia Capital,NULL
Socar,$1.07,2020-10-16,South Korea,Jeju-do,Auto, transportation,NULL,Bain Capital, Altos Ventures, Songhyun Investment,NULL
Gousto,$1.70,2020-03-11,UK,London,Supply chain, logistics, delivery,MMC Ventures, BGF Ventures, Unilever Ventures,NULL
Boom Supersonic,$1.00,2020-12-16,US,Englewood,Other,NULL,NULL,WRVI Capital, Caffeinated Capital, Y Combinator,NULL
Quantum Metric,$1.00,2021-07-01,US,Colorado Springs,Data management, analytics,NULL,Insight Partners, Bain Capital Ventures,NULL,NULL
News Break,$1.00,2021-07-01,US,Mountain View,Internet software, services,NULL,IDG Capital, Francisco Partners, ZhenFund,NULL
MadeiraMadeira,$1.00,2021-07-01,Brazil,Parana,E-commerce, direct-to-consumer,NULL,Flybridge Capital Partners, SoftBank Group, Monashees+,NULL
PPRO,$1.00,2021-01-19,UK,London,Fintech,NULL,NULL,Wellington Management, Eurazeo, Citi Ventures,NULL
Splashtop,$1.00,2021-01-27,US,San Jose,Internet software, services,NULL,Storm Ventures, DFJ DragonFund, New Enterprise Associates,NULL
Flash Express,$1.00,2021-01-02,Thailand,Bangkok,Supply chain, logistics, delivery,SCB 10X, Krungsri Finnovate, eWTP Capital,NULL
Axiom Space,$1.00,2021-02-16,US,Houston,Other,NULL,NULL,C5 Capital, Hemisphere Ventures, The Venture Collective,NULL
Locus Robotics,$1.00,2021-02-17,US,Wilmington,Hardware,NULL,NULL,Scale Venture Partners, Bond, Tiger Global Management,NULL
Standard,$1.00,2021-02-17,US,San Francisco,Artificial intelligence,NULL,NULL,CRV, Y Combinator, Initialized Capital,NULL
WeBull,$1.00,2021-02-18,China,Changsha,Fintech,NULL,NULL,Bojiang Capital, Hongdao Capital, Mobai Capital,NULL
Skydio,$1.00,2021-02-25,US,Redwood City,Supply chain, logistics, delivery,Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel
Newsela,$1.00,2021-02-25,US,New York,Edtech,NULL,NULL,Owl Ventures, Technology Crossover Ventures, Tao Capital Partners,NULL
Aqua Security,$1.00,2021-10-03,Israel,Ramat Gan,Cybersecurity,NULL,NULL,TLV Partners, Lightspeed Venture Partners, M12,NULL
PatSnap,$1.00,2021-03-16,Singapore,Internet software & services,Sequoia Capital China, Shunwei Capital Partners, Qualgro,NULL,NULL,NULL,NULL
Evidation,$1.00,2021-03-22,US,San Mateo,Health,NULL,NULL,B Capital Group,NULL, GE Ventures, McKesson Ventures
Sidecar Health,$1.00,2021-01-26,US,El Segundo,Fintech,NULL,NULL,GreatPoint Ventures, Tiger Global Management, Menlo Ventures,NULL
Feedzai,$1.00,2021-03-24,US,San Mateo,Artificial intelligence,NULL,NULL,Global Founders Capital, Shea Ventures, Greycroft,NULL
